Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL18724,"NimbleGen S. cerevisiae ChIP-chip 385K Whole-Genome Tiling Array [2006-07-18_Scerevisiae_ChIP] merged Probe ID","in situ oligonucleotide","Saccharomyces cerevisiae",365493,4,1,"GUNN-GUANG LIOU","Dec 31, 2014"
GPL18894,"Custom human/mouse/rat miRNA array (miRBase 7.1)","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",406,2,1,"Botao Zhao","Dec 31, 2014"
GPL18980,"Agilent-031243 Clostridium perfringens pangenome","in situ oligonucleotide","Clostridium perfringens",45220,13,1,"Yinghua Xiao","Dec 31, 2014"
GPL19115,"Arraystar Mouse LncRNA microarray V2.0","in situ oligonucleotide","Mus musculus",62513,0,0,"Qinghua Cui","Dec 31, 2014"
GPL19118,"Agilent Platform Custom Candida  glabrata 8x15k designed by Genotypic Technology Private Limited.(AMADID: 49117)","in situ oligonucleotide","Candida glabrata CBS 138",5554,12,1,"Genotypic technology","Dec 31, 2014"
GPL19594,"Illumina HiSeq 2000 (Litopenaeus vannamei)","high-throughput sequencing","Litopenaeus vannamei",0,0,0,"GEO","Dec 31, 2014"
GPL18161,"Agilent-048216 Neochlamydia S13 genome oligo microarray (Probe Name version)","in situ oligonucleotide","Neochlamydia sp. S13",7611,2,1,"Hiroyuki Yamaguchi","Dec 30, 2014"
GPL18717,"Brassica 90K array","spotted oligonucleotide","Brassica napus;Brassica oleracea;Brassica rapa",84970,12,1,"Yi Huang","Dec 30, 2014"
GPL17177,"NimbleGen Bos taurus Btau4.0 3x720k whole genome tiling CGH","in situ oligonucleotide","Bos taurus",720325,30,1,"Liangzhi Zhang","Dec 30, 2014"
GPL17440,"GAAS Sweetpotato 72k v1.0","in situ oligonucleotide","Ipomoea batatas",39724,14,1,"zhangying wang","Dec 30, 2014"
GPL18733,"Agilent-061990 Genotypic S.pneumoniae R6 8x60K GE MicroArray (Feature Number version)","in situ oligonucleotide","Streptococcus pneumoniae R6",62976,2,1,"Antonio J. Martin-Galiano","Dec 29, 2014"
GPL19591,"Illumina HiSeq 2000 (Shewanella decolorationis S12)","high-throughput sequencing","Shewanella decolorationis S12",0,0,0,"GEO","Dec 29, 2014"
GPL19593,"Illumina HiSeq 2500 (Cloning vector pUC19)","high-throughput sequencing","Cloning vector pUC19",0,4,1,"GEO","Dec 29, 2014"
GPL18667,"Agilent-044345 UniversityPadova_Mytilus galloprovincialis_8x60K","in situ oligonucleotide","Mytilus galloprovincialis",61290,11,1,"Massimo Milan","Dec 27, 2014"
GPL18070,"Agilent-035147 European eel Custom Array (Feature Number version)","in situ oligonucleotide","Anguilla anguilla",62976,0,0,"Ibon Cancio","Dec 25, 2014"
GPL18071,"Agilent-035147 European eel Custom Array (Probe Name version)","in situ oligonucleotide","Anguilla anguilla",61433,0,0,"Ibon Cancio","Dec 25, 2014"
GPL19328,"Autoantigen and Cytokine Protein Microarray","spotted peptide or protein","Homo sapiens",113,57,1,"Jacob Rosenberg","Dec 25, 2014"
GPL19451,"UTSW Medical Center Autoantigen Array","spotted peptide or protein","Homo sapiens;Mus musculus;Rattus norvegicus",124,19,1,"Rebecca Baum","Dec 25, 2014"
GPL17086,"Genotypic designed custom Agilent 4X180K buffalo (Bubalus bubalis) CpG island/promoter microarray (AMADID-037258)","in situ oligonucleotide","Bubalus bubalis",177440,6,1,"Genotypic technology","Dec 24, 2014"
GPL17224,"Agilent-034810 custom Paralichthys olivaceus 8x15k oligo DNA microarray","in situ oligonucleotide","Paralichthys olivaceus",14541,22,1,"Hidehiro Kondo","Dec 24, 2014"
GPL17505,"040096 Agilent ChIP-on-Chip, 4X180K","in situ oligonucleotide","Bos taurus",177440,12,1,"Genotypic technology","Dec 24, 2014"
GPL19575,"Illumina MouseRef-8 v2.0 expression beadchip (ILMN_SYMBOL)","oligonucleotide beads","Mus musculus",18106,333,1,"Frances Edwards","Dec 24, 2014"
GPL19583,"Illumina HiSeq 2000 (Ginkgo biloba)","high-throughput sequencing","Ginkgo biloba",0,4,2,"GEO","Dec 24, 2014"
GPL19585,"Illumina Genome Analyzer IIx (Bombus terrestris)","high-throughput sequencing","Bombus terrestris",0,8,1,"GEO","Dec 24, 2014"
GPL19586,"Illumina HiSeq 2000 (Frankia sp. EAN1pec)","high-throughput sequencing","Frankia sp. EAN1pec",0,0,0,"GEO","Dec 24, 2014"
GPL19587,"Illumina HiSeq 2000 (Frankia sp. EUN1f)","high-throughput sequencing","Frankia sp. EUN1f",0,0,0,"GEO","Dec 24, 2014"
GPL19588,"Illumina HiSeq 2000 (Frankia sp. EuI1c)","high-throughput sequencing","Frankia sp. EuI1c",0,0,0,"GEO","Dec 24, 2014"
GPL19580,"Illumina NextSeq 500 (Arabidopsis thaliana)","high-throughput sequencing","Arabidopsis thaliana",0,19,1,"GEO","Dec 23, 2014"
GPL19581,"Illumina MiSeq (Bacillus methanolicus)","high-throughput sequencing","Bacillus methanolicus",0,2,1,"GEO","Dec 23, 2014"
GPL18899,"Nimblegen_Oryza sativa japonica_45K","in situ oligonucleotide","Oryza sativa",365079,18,1,"Benoît DROGUE","Dec 22, 2014"
GPL8866,"Pancchip 6.1 arrays","spotted oligonucleotide","Mus musculus",9385,4,1,"Feroz Papa","Dec 22, 2014"
GPL8867,"Meebo arrays","spotted oligonucleotide","Mus musculus",20762,18,1,"Feroz Papa","Dec 22, 2014"
GPL8868,"Pancchip 6.1 arrays v2","spotted oligonucleotide","Mus musculus",8999,6,1,"Feroz Papa","Dec 22, 2014"
GPL8869,"Meebo arrays v2","spotted oligonucleotide","Mus musculus",9156,6,1,"Feroz Papa","Dec 22, 2014"
GPL8870,"Heebo arrays","spotted oligonucleotide","Homo sapiens",15718,17,1,"Feroz Papa","Dec 22, 2014"
GPL15243,"Agilent-036300 Custom Paenibacillus larvae Array (Ag-P.Larvae)","in situ oligonucleotide","Paenibacillus larvae",14020,16,1,"Wouter Van Delm","Dec 22, 2014"
GPL17270,"Agilent-032221 Stylophora pistillata array","in situ oligonucleotide","Stylophora pistillata",14617,14,1,"Hiba Waldman Ben-Asher","Dec 22, 2014"
GPL19577,"Illumina HiSeq 2000 (Oikopleura dioica)","high-throughput sequencing","Oikopleura dioica",0,2,1,"GEO","Dec 22, 2014"
GPL19578,"Illumina Genome Analyzer (Epinephelus coioides)","high-throughput sequencing","Epinephelus coioides",0,1,1,"GEO","Dec 22, 2014"
GPL19565,"GeoChip 3.0 for Bacteria, Archaea, Eukaryota and Viruses","in situ oligonucleotide","Bacteria",11848,17,2,"Gourvendu Saxena","Dec 20, 2014"
GPL19572,"[PhyloChip] Affymetrix G3 PhyloChip","in situ oligonucleotide","Bacteria",24002,23,2,"Gourvendu Saxena","Dec 20, 2014"
GPL19562,"Agilent-029200 Unrestricted Rat miRNA v15.0  Microarray 028774 [Feature Number version]","in situ oligonucleotide","Rattus norvegicus",15744,0,0,"I-Hsuan Ann Chen","Dec 20, 2014"
GPL19570,"Agilent-029200 Unrestricted Rat miRNA v15.0  Microarray 028774 [miRBase release 16.0 miRNA ID version]","in situ oligonucleotide","Rattus norvegicus",409,10,1,"I-Hsuan Ann Chen","Dec 20, 2014"
GPL19576,"Illumina HiSeq 2000 (Togninia minima)","high-throughput sequencing","Togninia minima",0,9,1,"GEO","Dec 20, 2014"
GPL18093,"Agilent-039385 porcine microarray","in situ oligonucleotide","Sus scrofa",45220,11,1,"Jouneau Luc","Dec 19, 2014"
GPL18096,"Agilent-028004 SurePrint G3 Human GE 8x60K Microarray [GENCODE v.16 gene annotation version]","in situ oligonucleotide","Homo sapiens",42405,116,1,"Martin Jakob Larsen","Dec 19, 2014"
GPL19568,"Agilent-027310 Trichoderma virens WG GE Microarray","in situ oligonucleotide","Trichoderma virens",15744,11,1,"Benjamin A Horwitz","Dec 19, 2014"
GPL19569,"Illumina HiSeq 2000 (Methanosarcina acetivorans C2A)","high-throughput sequencing","Methanosarcina acetivorans C2A",0,15,1,"GEO","Dec 19, 2014"
GPL19573,"AB SOLiD 4 System (Phycomyces blakesleeanus)","high-throughput sequencing","Phycomyces blakesleeanus",0,0,0,"GEO","Dec 19, 2014"
GPL16998,"Homo sapiens 20K v1 (Human breast cancer_ Julie V1)","spotted DNA/cDNA","Homo sapiens",21600,13,2,"Vasu Punj","Dec 18, 2014"
GPL16999,"Homo sapiens 20K v2 (Human breast cancer_ Julie V1)","spotted DNA/cDNA","Homo sapiens",21632,9,2,"Vasu Punj","Dec 18, 2014"
GPL17000,"Homo sapiens 41K (Human breast cancer_ Julie V1)","spotted DNA/cDNA","Homo sapiens",41664,45,2,"Vasu Punj","Dec 18, 2014"
GPL19566,"[RCnGene-1_0-st] Affymetrix Rice (Chinese Build) Gene 1.0 ST Array [transcript (gene) version]","in situ oligonucleotide","Oryza sativa",41770,6,1,"Affymetrix, Inc.","Dec 18, 2014"
GPL19563,"Agilent-014850 Whole Human Genome Microarray 4x44K G4112F (Entrez Gene ID version)","in situ oligonucleotide","Homo sapiens",17751,8,1,"Yuan Cao","Dec 17, 2014"
GPL18703,"[Agilent-024550] USP Schistosoma mansoni 4x44K oligo-array version 2.0","in situ oligonucleotide","Schistosoma mansoni",43426,8,1,"Katia Cristina Pereira Oliveira","Dec 16, 2014"
GPL19555,"Rosetta/Merck Mouse 25k v1.1 microarray","in situ oligonucleotide","Mus musculus",23536,1,1,"Julja Burchard","Dec 16, 2014"
GPL19557,"Agilent-021963 NIFTS_Vvi_44K_01","in situ oligonucleotide","Vitis vinifera",45220,12,1,"Hiroshi Fujii","Dec 16, 2014"
GPL18437,"Agilent-020109 Porcine Gene Expression Microarray (44K) (Probe Name version)","spotted DNA/cDNA","Sus scrofa",45220,0,0,"Laurence Liaubet","Dec 15, 2014"
GPL19559,"[Mouse4302_Mm_EntrezG] Affymetrix GeneChip Mouse Genome 430 2.0 Array [Mouse4302_Mm_ENTREZG_18.0.0]","in situ oligonucleotide","Mus musculus",17607,16,1,"GEO admin","Dec 15, 2014"
GPL19560,"Illumina HiSeq 2500 (Haemophilus influenzae)","high-throughput sequencing","Haemophilus influenzae",0,0,0,"GEO","Dec 15, 2014"
GPL19545,"MT3001_M_TUBERCULOSIS_GENELIST","spotted oligonucleotide","Mycobacterium tuberculosis H37Rv",3924,15,4,"Nisheeth Agarwal","Dec 13, 2014"
GPL19550,"NEIBank human eye tissues cDNA microarray","spotted DNA/cDNA","Homo sapiens",13167,52,3,"Katherine MacLean Peterson","Dec 13, 2014"
GPL19552,"Agilent-020791 Custom Mycobacterium smegmatis Gene Expression 8x15k Array","in situ oligonucleotide","Mycobacterium smegmatis",11715,8,1,"Nagasuma Chandra","Dec 13, 2014"
GPL19541,"Agilent-031863 Custom SurePrint G3 Gene Expression 4x180K [Probe Name Version]","in situ oligonucleotide","Homo sapiens",46117,0,0,"Kana Tominaga","Dec 12, 2014"
GPL19547,"INDAC Drosophila melanogaster 13k","spotted oligonucleotide","Drosophila melanogaster",13843,36,1,"Martine Simonelig","Dec 12, 2014"
GPL19551,"Illumina HiSeq 2500 (Hydra vulgaris)","high-throughput sequencing","Hydra vulgaris",0,12,1,"GEO","Dec 12, 2014"
GPL19534,"MDACC miRNA V5.01 array","spotted oligonucleotide","Homo sapiens;Mus musculus",2990,23,2,"Yang Liu","Dec 11, 2014"
GPL19535,"MDACC miRNA V4.01 array","spotted oligonucleotide","Homo sapiens;Mus musculus",521,23,2,"Chong Chen","Dec 11, 2014"
GPL19542,"Agilent-021827 Human miRNA Microarray [miRBase release 15.0 miRNA ID version]","in situ oligonucleotide","Homo sapiens",961,0,0,"GEO admin","Dec 11, 2014"
GPL19546,"Agilent-021827 Human miRNA Microarray [miRBase release 17.0 miRNA ID version]","in situ oligonucleotide","Homo sapiens",983,12,3,"GEO admin","Dec 11, 2014"
GPL19548,"Illumina HiSeq 2000 (Salmo salar)","high-throughput sequencing","Salmo salar",0,3,1,"GEO","Dec 11, 2014"
GPL18630,"NimbleGen Oncorhynchus mykiss 12 x 135k Gene Expression Microarray","in situ oligonucleotide","Oncorhynchus mykiss",135023,23,1,"Bethanie Carney Almroth","Dec 10, 2014"
GPL19228,"LC Sciences CU Bull 3000 v1.0","in situ oligonucleotide","synthetic construct",2981,6,2,"Scott L Pratt","Dec 10, 2014"
GPL19514,"GeoChip 4.0","in situ oligonucleotide","Bacteria",61361,72,1,"zhang kao ping","Dec 10, 2014"
GPL19532,"Agilent-028728 SurePrint G3 Rat Exon 2x400K Microarray","in situ oligonucleotide","Rattus norvegicus",420288,2,1,"Agilent Technologies","Dec 10, 2014"
GPL19533,"Illumina HiSeq 2500 (Thermococcus onnurineus NA1)","high-throughput sequencing","Thermococcus onnurineus NA1",0,2,1,"GEO","Dec 10, 2014"
GPL19536,"Illumina HiSeq 2000 (Populus x canadensis)","high-throughput sequencing","Populus x canadensis",0,12,1,"GEO","Dec 10, 2014"
GPL19519,"NimbleGen Rat 12x135K gene expression array [100718_Rat_HX12_expr]","in situ oligonucleotide","Rattus norvegicus",26420,6,2,"Xue dong bo","Dec 09, 2014"
GPL19525,"454 GS Junior (Blattella germanica)","high-throughput sequencing","Blattella germanica",0,4,1,"GEO","Dec 09, 2014"
GPL19528,"Ion Torrent Proton (Drosophila melanogaster)","high-throughput sequencing","Drosophila melanogaster",0,3,1,"GEO","Dec 09, 2014"
GPL19529,"Illumina HiSeq 2000 (Escherichia coli K-12)","high-throughput sequencing","Escherichia coli K-12",0,5,3,"GEO","Dec 09, 2014"
GPL19530,"Illumina Genome Analyzer II (Escherichia coli K-12)","high-throughput sequencing","Escherichia coli K-12",0,0,0,"GEO","Dec 09, 2014"
GPL19531,"Illumina HiSeq 1500 (Staphylococcus aureus)","high-throughput sequencing","Staphylococcus aureus",0,6,1,"GEO","Dec 09, 2014"
GPL19524,"Illumina HiSeq 2000 (Haloxylon ammodendron)","high-throughput sequencing","Haloxylon ammodendron",0,5,1,"GEO","Dec 08, 2014"
GPL18234,"AB TaqMan Array Human microRNA A/B Cards v2.0 comp","RT-PCR","Homo sapiens",522,99,1,"Ruprecht Kuner","Dec 07, 2014"
GPL19506,"Agilent-050530 IPGIM yeast 44K v1.0 [Feature Number Version]","in situ oligonucleotide","Saccharomyces cerevisiae S288c",45220,4,1,"Alain Jacquier","Dec 06, 2014"
GPL19507,"MI mouse exonic evidence-based oligonucleotide (MEEBO) microarray","spotted oligonucleotide","Mus musculus",34945,8,1,"Konstantinos Drosatos","Dec 06, 2014"
GPL18981,"Agilent-031147 Multi 2010 MMKKK","in situ oligonucleotide","Bos taurus;Homo sapiens;Mus musculus;Sus scrofa",15744,29,1,"Monika M Kaczmarek","Dec 05, 2014"
GPL19504,"MacAlpine Drosophila chr2L Agilent Array","in situ oligonucleotide","Drosophila melanogaster",184672,2,2,"Jason Alan Belsky","Dec 05, 2014"
GPL19505,"Illumina HiSeq 2000 (Scophthalmus maximus)","high-throughput sequencing","Scophthalmus maximus",0,12,1,"GEO","Dec 05, 2014"
GPL19508,"454 GS FLX (Blattella germanica)","high-throughput sequencing","Blattella germanica",0,3,1,"GEO","Dec 05, 2014"
GPL19509,"Illumina HiSeq 2000 (Oidiodendron maius)","high-throughput sequencing","Oidiodendron maius",0,6,2,"GEO","Dec 05, 2014"
GPL19510,"Illumina HiSeq 2000 (Serendipita vermifera)","high-throughput sequencing","Serendipita vermifera",0,6,2,"GEO","Dec 05, 2014"
GPL19511,"Illumina HiSeq 2000 (Paxillus involutus)","high-throughput sequencing","Paxillus involutus",0,4,2,"GEO","Dec 05, 2014"
GPL19512,"Illumina HiSeq 2000 (Piloderma croceum)","high-throughput sequencing","Piloderma croceum",0,6,2,"GEO","Dec 05, 2014"
GPL19513,"Illumina HiSeq 2000 (Suillus luteus)","high-throughput sequencing","Suillus luteus",0,4,2,"GEO","Dec 05, 2014"
GPL19515,"Nimblegen Homo sapiens HG18 2.1M CNV Array [090518_HG18_CNV_v1_HX1]","in situ oligonucleotide","Homo sapiens",2159817,307,1,"NimbleGen Systems, Inc.","Dec 05, 2014"
GPL17946,"[MoEx-1_0-st] Affymetrix Mouse Exon 1.0 ST Array [custom CDF: MoEx10stv1_Mm_ENST ver. 15]","in situ oligonucleotide","Mus musculus",81690,32,2,"Stephen Ramsey","Dec 04, 2014"
GPL18468,"Agilent-029001 qchip Hemo custom array v1","in situ oligonucleotide","Homo sapiens",62976,134,2,"Itziar Salaverria","Dec 04, 2014"
GPL18472,"Mycroarray Legionella pneumophila Philadelphia-1 genome array (including smallRNAs)","in situ oligonucleotide","Legionella pneumophila subsp. pneumophila str. Philadelphia 1",3172,12,1,"Sebastien Faucher","Dec 04, 2014"
GPL18805,"NimbleGen Onthophagus taurus Expression Array 12x135k (All Probes)","in situ oligonucleotide","Onthophagus taurus",124898,48,1,"Jacqueline Lopez","Dec 04, 2014"
GPL19491,"Illumina MiSeq (Solanum pimpinellifolium)","high-throughput sequencing","Solanum pimpinellifolium",0,0,0,"GEO","Dec 04, 2014"
GPL19492,"Ion Torrent PGM (Haemophilus parasuis str. Nagasaki)","high-throughput sequencing","Haemophilus parasuis str. Nagasaki",0,4,1,"GEO","Dec 04, 2014"
GPL19493,"Illumina MiSeq (Haemophilus parasuis str. Nagasaki)","high-throughput sequencing","Haemophilus parasuis str. Nagasaki",0,2,1,"GEO","Dec 04, 2014"
GPL19494,"454 GS FLX Titanium (Ursus arctos)","high-throughput sequencing","Ursus arctos",0,0,0,"GEO","Dec 04, 2014"
GPL19495,"Illumina HiSeq 2000 (Ursus arctos)","high-throughput sequencing","Ursus arctos",0,0,0,"GEO","Dec 04, 2014"
GPL19496,"Illumina Genome Analyzer II (Ursus arctos)","high-throughput sequencing","Ursus arctos",0,0,0,"GEO","Dec 04, 2014"
GPL19498,"Illumina HiSeq 2000 (Amanita muscaria)","high-throughput sequencing","Amanita muscaria",0,1,2,"GEO","Dec 04, 2014"
GPL19499,"Illumina HiSeq 1500 (Amanita muscaria)","high-throughput sequencing","Amanita muscaria",0,3,2,"GEO","Dec 04, 2014"
GPL19500,"Illumina HiSeq 2000 (Hebeloma cylindrosporum)","high-throughput sequencing","Hebeloma cylindrosporum",0,5,3,"GEO","Dec 04, 2014"
GPL19501,"Illumina HiSeq 1500 (Hebeloma cylindrosporum)","high-throughput sequencing","Hebeloma cylindrosporum",0,5,2,"GEO","Dec 04, 2014"
GPL19502,"Illumina HiSeq 2000 (Tulasnella calospora)","high-throughput sequencing","Tulasnella calospora",0,6,2,"GEO","Dec 04, 2014"
GPL19486,"Exiqon miRCURY LNA Universal RT miRNA PCR (panel I+II)","spotted oligonucleotide","Homo sapiens",659,36,2,"Amin A mOMIN","Dec 03, 2014"
GPL19487,"Illumina Genome Analyzer (Methyloversatilis universalis FAM5)","high-throughput sequencing","Methyloversatilis universalis FAM5",0,4,1,"GEO","Dec 03, 2014"
GPL19488,"Illumina HiSeq 2500 (Helicobacter pylori)","high-throughput sequencing","Helicobacter pylori",0,0,0,"GEO","Dec 03, 2014"
GPL19489,"Illumina HiSeq 2000 (Helicobacter pylori)","high-throughput sequencing","Helicobacter pylori",0,0,0,"GEO","Dec 03, 2014"
GPL19477,"Illumina Genome Analyzer (Camellia sinensis)","high-throughput sequencing","Camellia sinensis",0,0,0,"GEO","Dec 02, 2014"
GPL19478,"Illumina MiSeq (Tribolium castaneum)","high-throughput sequencing","Tribolium castaneum",0,7,1,"GEO","Dec 02, 2014"
GPL19480,"[OviGene-1_1-st] Ovine Gene 1.1 ST Array [transcript (gene) version]","in situ oligonucleotide","Ovis aries",24595,0,0,"Affymetrix, Inc.","Dec 02, 2014"
GPL19481,"Illumina MiSeq (Peptoclostridium difficile 630)","high-throughput sequencing","Peptoclostridium difficile 630",0,12,1,"GEO","Dec 02, 2014"
GPL19482,"Ion Torrent Proton (Rattus norvegicus)","high-throughput sequencing","Rattus norvegicus",0,0,0,"GEO","Dec 02, 2014"
GPL19483,"Ion Torrent Proton (Exophiala dermatitidis)","high-throughput sequencing","Exophiala dermatitidis",0,5,1,"GEO","Dec 02, 2014"
GPL19485,"[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [CDF: MoGene10stv1_Mm_ENTREZG_16.0.0]","in situ oligonucleotide","Mus musculus",21187,27,2,"GEO admin","Dec 02, 2014"
GPL16051,"NimbleGen Trichoderma reesei Whole Genome array CBS999.97 4x72K  [probe ID verson]","in situ oligonucleotide","Trichoderma reesei",67414,46,2,"Ting-Fang Wang","Dec 01, 2014"
GPL17987,"Gene Expression Plasmodium falciparum 8x15k","in situ oligonucleotide","Plasmodium falciparum",8789,4,1,"Genotypic technology","Dec 01, 2014"
GPL18026,"NCode Homo sapiens Non-coding arrays","spotted oligonucleotide","Homo sapiens",79697,1,1,"Tao Liu","Dec 01, 2014"
GPL18388,"Agilent-045769 Mycobacterium tuberculosis Custom Microarray (Feature number version)","in situ oligonucleotide","Mycobacterium tuberculosis",15647,9,1,"Alamelu Raja","Dec 01, 2014"
GPL18664,"Arthrospira HX12","in situ oligonucleotide","Arthrospira sp. PCC 8005",8996,48,2,"Pieter Monsieurs","Dec 01, 2014"
GPL18959,"Agilent-039731 SurePrint G3 Custom Human 8x60K Microarray","in situ oligonucleotide","Homo sapiens",58698,34,4,"Melanie Winkle","Dec 01, 2014"
GPL19017,"American and European eel microarray","spotted oligonucleotide","Anguilla anguilla;Anguilla rostrata",1000,144,3,"lucie baillon","Dec 01, 2014"
GPL19024,"CIT-MMJGGL Arabidopsis Small RNA 2k v1.0","spotted oligonucleotide","Arabidopsis thaliana;Caenorhabditis elegans;Drosophila melanogaster",2382,12,1,"Jose Luis Riechmann","Dec 01, 2014"
GPL19134,"Mus musculus miRNA PCR assay panel","RT-PCR","Mus musculus",345,6,1,"Regina Lin","Dec 01, 2014"
GPL19370,"Affymetrix Human Gene 1.0 ST Array [Gene Symbols]","in situ oligonucleotide","Homo sapiens",20254,424,1,"Kathryn Penney","Dec 01, 2014"
GPL19412,"Human miRNA Microarray Release 14.0, 8x15K  (AMADID-G4471A-029297 )","in situ oligonucleotide","Homo sapiens",887,6,1,"Genotypic technology","Dec 01, 2014"
GPL19474,"Illumina HiSeq 2000 (Oreochromis niloticus)","high-throughput sequencing","Oreochromis niloticus",0,4,1,"GEO","Dec 01, 2014"
GPL19475,"Illumina Genome Analyzer II (Oreochromis niloticus)","high-throughput sequencing","Oreochromis niloticus",0,0,0,"GEO","Dec 01, 2014"
GPL19476,"Ion Torrent PGM (Staphylococcus aureus)","high-throughput sequencing","Staphylococcus aureus",0,3,1,"GEO","Dec 01, 2014"
GPL10905,"080814_HG18_Deluxe_Promoter_HX1","in situ oligonucleotide","Homo sapiens",2125410,0,0,"Raphaël Métivier","Nov 30, 2014"
GPL18124,"22K Human Genome Array","spotted oligonucleotide","Homo sapiens",35053,1,1,"juan xu","Nov 30, 2014"
GPL18415,"Agilent-045089 Genotypic custom Jatropha 4x44k GE Array 045087","in situ oligonucleotide","Jatropha curcas",45220,15,1,"Joyce Cartagena","Nov 30, 2014"
GPL19289,"Agilent G2534A oligonucleotide-microarray (AMADID:026869) (Feature Number version)","in situ oligonucleotide","Candida albicans",15744,3,1,"Sadri ZNAIDI","Nov 30, 2014"
GPL19389,"[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [brainarray refseq v18.0.0]","in situ oligonucleotide","Homo sapiens",83395,26,2,"Giuseppe Testa","Nov 30, 2014"
GPL19471,"PIQOR (TM) Skin 2.0 Microarray, human, antisense (591)","spotted DNA/cDNA","Homo sapiens",1542,150,1,"Silvia Rueberg","Nov 29, 2014"
GPL19473,"TaqMan® Human Stem Cell Pluripotency Array (Applied Biosystems)","RT-PCR","Homo sapiens",90,32,1,"María José Pino-Barrio","Nov 29, 2014"
GPL19141,"Fluidigm Human adipose tissue markers analysis","RT-PCR","Homo sapiens",221,405,1,"Nathalie Viguerie","Nov 27, 2014"
GPL19466,"Tammar wallaby custom 13,440 spot cDNA array","spotted DNA/cDNA","Macropus eugenii",0,96,1,"Christy Vander Jagt","Nov 27, 2014"
GPL18809,"Illumina HumanMethylation450 BeadChip (v1.2, extended annotation)","oligonucleotide beads","Homo sapiens",482421,95,1,"Martin Anne Rijlaarsdam","Nov 26, 2014"
GPL19458,"Legionella pneumophila Philadelphia-1 3x15K array","in situ oligonucleotide","Legionella pneumophila subsp. pneumophila str. Philadelphia 1",3245,12,1,"Sebastien Faucher","Nov 26, 2014"
GPL19461,"Cowpea_UP12_expression_array [110706_asp_bean_CB_expr]","in situ oligonucleotide","Vigna unguiculata",29479,24,1,"Pei Xu","Nov 26, 2014"
GPL19462,"Illumina MouseRef-8 v2.0 expression beadchip (ILMN_SYMBOL)","oligonucleotide beads","Mus musculus",18138,12,2,"Laurensia Yuniati","Nov 26, 2014"
GPL19467,"Illumina HiSeq 2000 (Litchi chinensis)","high-throughput sequencing","Litchi chinensis",0,0,0,"GEO","Nov 26, 2014"
GPL19468,"Illumina Genome Analyzer IIx (Litchi chinensis)","high-throughput sequencing","Litchi chinensis",0,0,0,"GEO","Nov 26, 2014"
GPL19470,"Illumina HiSeq 2000 (Aspergillus nidulans)","high-throughput sequencing","Aspergillus nidulans",0,8,1,"GEO","Nov 26, 2014"
GPL19448,"Agilent-045706 SurePrint Helicoverpa zea 8x15K expression array [Feature Number version]","in situ oligonucleotide","Helicoverpa armigera nucleopolyhedrovirus;Helicoverpa zea",15218,22,1,"Quan Hoang Nguyen","Nov 25, 2014"
GPL19455,"Agilent-024241 Human Xq22_44K","in situ oligonucleotide","Homo sapiens",45220,12,1,"Christine R. Beck","Nov 25, 2014"
GPL19463,"Illumina HiSeq 2000 (Cameraria ohridella)","high-throughput sequencing","Cameraria ohridella",0,1,1,"GEO","Nov 25, 2014"
GPL19464,"Illumina HiSeq 2000 (Pararge aegeria)","high-throughput sequencing","Pararge aegeria",0,1,1,"GEO","Nov 25, 2014"
GPL17978,"Nanostring Human miRNA Assay Kit (mirBase 17)","other","Homo sapiens",800,20,2,"Oleg Butovsky","Nov 24, 2014"
GPL17979,"Nanostring mouse MG400 chip","other","Mus musculus",400,10,2,"Oleg Butovsky","Nov 24, 2014"
GPL17980,"Nanostring Human Immunology Kit","other","Homo sapiens",526,20,2,"Oleg Butovsky","Nov 24, 2014"
GPL17981,"Nanostring mouse Inflammation kit","other","Mus musculus",185,14,2,"Oleg Butovsky","Nov 24, 2014"
GPL18002,"MG400 custom Nanostring codesets","other","Mus musculus",400,6,2,"Oleg Butovsky","Nov 24, 2014"
GPL18014,"Nanostring Mouse miRNA Assay Kit (mirBase 15)","other","Mus musculus",599,6,2,"Oleg Butovsky","Nov 24, 2014"
GPL18023,"MG447 custom Nanostring codesets","other","Homo sapiens",447,16,2,"Oleg Butovsky","Nov 24, 2014"
GPL19305,"febit-Hyphomonas neptunium15K v1.0","in situ oligonucleotide","Hyphomonas neptunium ATCC 15444",3387,12,1,"Martin Thanbichler","Nov 24, 2014"
GPL18725,"Agilent-023740 209_DrerioAgilentCatalogV2_PlusELinneyContent","in situ oligonucleotide","Danio rerio",45220,109,1,"Nishad Jayasundara","Nov 24, 2014"
GPL18771,"Nimblegen Streptococcus pneumoniae pan-genomic 12x135k custom design","in situ oligonucleotide","Streptococcus pneumoniae",4928,34,1,"Raquel Sá-Leão","Nov 24, 2014"
GPL17516,"NimbleGen Bordetella 4x72K custom design expression array (genes)","in situ oligonucleotide","Bordetella bronchiseptica;Bordetella pertussis",3607,24,1,"Aldert Zomer","Nov 21, 2014"
GPL19453,"Agilent-049286 Arabidopsis thaliana Ath_8x60K_exp_validated_OakLabs_05-2013 048923","in situ oligonucleotide","Arabidopsis thaliana",32072,24,1,"Emilio Gutierrez Beltran","Nov 21, 2014"
